-89.03120422363281, 35.02650451660156, 1225.7000732421875, 0.0, 0.0, 0.0
-139.29519653320312, 30.082504272460938, 1225.7000732421875, 0.0, 0.0, 0.0
-116.22320556640625, -29.245498657226562, 1225.7000732421875, 0.0, 0.0, 0.0
-138.47119140625, -9.469497680664062, 1146.5, 0.0, 0.0, 0.0
-101.15971374511719, -82.61570739746094, 375.25, 0.0, 0.0, 0.0
-149.959716796875, -86.51971435546875, 375.25, 0.0, 0.0, 0.0
-124.58370971679688, -143.12771606445312, 393.25, 0.0, 0.0, 0.0
-137.27169799804688, -49.43170166015625, 311.75, 0.0, 0.0, 0.0
-95.3037109375, -51.38371276855469, 375.75, 0.0, 0.0, 0.0
-145.0797119140625, -56.263702392578125, 375.75, 0.0, 0.0, 0.0
-122.63170623779297, -111.89570617675781, 394.25, 0.0, 0.0, 0.0
-139.2237091064453, -108.96771240234375, 298.25, 0.0, 0.0, 0.0
-102.13571166992188, -77.73570251464844, 371.75, 0.0, 0.0, 0.0
-150.93569946289062, -81.63970947265625, 371.75, 0.0, 0.0, 0.0
-132.39170837402344, -136.29571533203125, 387.75, 0.0, 0.0, 0.0
-139.2237091064453, -46.503700256347656, 307.25, 0.0, 0.0, 0.0
