-89.8552017211914, 35.02650451660156, 1224.9000244140625, 0.0, 0.0, 0.0
-139.29519653320312, 30.906494140625, 1224.9000244140625, 0.0, 0.0, 0.0
-115.39920043945312, -29.245498657226562, 1224.9000244140625, 0.0, 0.0, 0.0
-140.11920166015625, -11.11749267578125, 1144.0999755859375, 0.0, 0.0, 0.0
-102.13571166992188, -83.59170532226562, 378.25, 0.0, 0.0, 0.0
-148.98370361328125, -85.543701171875, 378.25, 0.0, 0.0, 0.0
-125.55970764160156, -143.12771606445312, 393.75, 0.0, 0.0, 0.0
-136.29571533203125, -44.551700592041016, 310.75, 0.0, 0.0, 0.0
-95.3037109375, -51.38371276855469, 376.25, 0.0, 0.0, 0.0
-144.10369873046875, -56.263702392578125, 376.25, 0.0, 0.0, 0.0
-118.72770690917969, -113.84770202636719, 390.75, 0.0, 0.0, 0.0
-138.24771118164062, -108.96771240234375, 300.25, 0.0, 0.0, 0.0
-103.11170959472656, -79.68771362304688, 377.75, 0.0, 0.0, 0.0
-150.93569946289062, -81.63970947265625, 377.75, 0.0, 0.0, 0.0
-126.53570556640625, -137.27169799804688, 391.75, 0.0, 0.0, 0.0
-139.2237091064453, -45.52770233154297, 305.75, 0.0, 0.0, 0.0
